method,avg_rank,std_rank,cd
r_cforest,1.0,0.0,23.067547886657533
boruta,5.0,0.0,23.067547886657533
cpi,5.0,0.0,23.067547886657533
lgbm,5.0,0.0,23.067547886657533
pi,5.0,0.0,23.067547886657533
ptest_dc,5.0,0.0,23.067547886657533
ptest_pc,5.0,0.0,23.067547886657533
r_ctree,5.0,0.0,23.067547886657533
cif,11.5,0.0,23.067547886657533
cit,11.5,0.0,23.067547886657533
ptest_rdc,11.5,0.0,23.067547886657533
rf,11.5,0.0,23.067547886657533
rfe,11.5,0.0,23.067547886657533
xgb,11.5,0.0,23.067547886657533
cat,15.0,0.0,23.067547886657533
et,16.0,0.0,23.067547886657533
