method,avg_rank,std_rank,cd
r_cforest,1.0,0.0,23.067547886657533
boruta,9.0,0.0,23.067547886657533
cat,9.0,0.0,23.067547886657533
cif,9.0,0.0,23.067547886657533
cit,9.0,0.0,23.067547886657533
cpi,9.0,0.0,23.067547886657533
et,9.0,0.0,23.067547886657533
lgbm,9.0,0.0,23.067547886657533
pi,9.0,0.0,23.067547886657533
ptest_dc,9.0,0.0,23.067547886657533
ptest_pc,9.0,0.0,23.067547886657533
ptest_rdc,9.0,0.0,23.067547886657533
r_ctree,9.0,0.0,23.067547886657533
rf,9.0,0.0,23.067547886657533
rfe,9.0,0.0,23.067547886657533
xgb,9.0,0.0,23.067547886657533
