method,avg_rank,std_rank,cd
r_cforest,1.0,0.0,23.067547886657533
boruta,2.0,0.0,23.067547886657533
rf,3.0,0.0,23.067547886657533
cat,4.0,0.0,23.067547886657533
rfe,5.0,0.0,23.067547886657533
xgb,6.0,0.0,23.067547886657533
cif,7.5,0.0,23.067547886657533
et,7.5,0.0,23.067547886657533
pi,9.0,0.0,23.067547886657533
cpi,10.0,0.0,23.067547886657533
ptest_rdc,11.0,0.0,23.067547886657533
lgbm,12.0,0.0,23.067547886657533
ptest_pc,13.0,0.0,23.067547886657533
ptest_dc,14.0,0.0,23.067547886657533
r_ctree,15.0,0.0,23.067547886657533
cit,16.0,0.0,23.067547886657533
