method,avg_rank,std_rank,cd
r_cforest,1.0,0.0,23.067547886657533
pi,2.0,0.0,23.067547886657533
cpi,3.0,0.0,23.067547886657533
cit,4.0,0.0,23.067547886657533
ptest_pc,5.0,0.0,23.067547886657533
cif,6.0,0.0,23.067547886657533
r_ctree,7.0,0.0,23.067547886657533
cat,8.0,0.0,23.067547886657533
ptest_dc,9.0,0.0,23.067547886657533
ptest_rdc,10.0,0.0,23.067547886657533
xgb,11.0,0.0,23.067547886657533
boruta,12.0,0.0,23.067547886657533
lgbm,13.0,0.0,23.067547886657533
et,14.0,0.0,23.067547886657533
rfe,15.0,0.0,23.067547886657533
rf,16.0,0.0,23.067547886657533
