method,avg_rank,std_rank,cd
et,2.0,0.0,23.067547886657533
ptest_rdc,2.0,0.0,23.067547886657533
r_ctree,2.0,0.0,23.067547886657533
boruta,8.5,0.0,23.067547886657533
cat,8.5,0.0,23.067547886657533
cif,8.5,0.0,23.067547886657533
cit,8.5,0.0,23.067547886657533
cpi,8.5,0.0,23.067547886657533
lgbm,8.5,0.0,23.067547886657533
pi,8.5,0.0,23.067547886657533
ptest_pc,8.5,0.0,23.067547886657533
rf,8.5,0.0,23.067547886657533
rfe,8.5,0.0,23.067547886657533
ptest_dc,14.5,0.0,23.067547886657533
xgb,14.5,0.0,23.067547886657533
r_cforest,16.0,0.0,23.067547886657533
